Nr źródła;C [%];Si [%];S [%];P [%];Mg [%];Mn [%];Ni [%];Cu [%];Mo [%];Cr [%];Al [%];Sn [%];B [%];V [%];Wydzielenia grafitu [mm-2];Udział wydzieleń grafitu [%];Średnica sferoidów [μm];Wielkość sferoidów;Nodularity [%];Udział perlitu [%];Udział ferrytu [%];Rm [MPa] (as cast);A5 [%]     (as cast);Minimalna grubość ścianki [mm];Temperatura austenityzacji [˚C];Czas austenityzacji [min.];Temperatura przemiany izotermicznej [˚C];Czas przemiany izotermicznej [min.];Rm [MPa];R0,2 [MPa];A5 [%];Twardość Brinella [HB];Twardość Rockwella [HRC];Twardość Rockwella [HRA];Twardość Rockwella [HRB];Twardość Vickersa [HV];Udarność Charpy [J];Temperatura pomiaru udarności [˚C];Udział austenitu %;Martensite volume fraction Xα';Retained austenite volume fraction XγR 
76;3,5;2,87;0,009;0,025;0;0,61;0,5;0,7;0,137;;;;;;228;;;;;;;;;17;900;90;370;60;1210;861;7,7;331;35,33;;;;;;12,27;;
76;3,7;2,82;0,004;0,025;0;0,066;0,7;0,7;0,136;;;;;;213;;;;;;;;;17;900;90;370;60;1137;821;5,7;317;33,61;;;;;;15,9;;
76;3,6;2,75;0,007;0,029;0;0,114;1;0,65;0,119;;;;;;190;;;;;;;;;17;900;90;370;60;1167;833;6,5;328;34,9;;;;;;25,18;;
76;3,52;2,8;0,003;0,023;0;0,073;1,03;0,7;0,131;;;;;;192;;;;;;;;;17;900;90;370;60;1154;831;6,86;310;32,85;;;;;;32,5;;
76;3,5;2,6;0,007;0,026;0;0,164;1,12;0,6;0,146;;;;;;175;;;;;;;;;17;900;90;370;60;1110;784;8,43;302;31,99;;;;;;36,3;;
78;3,45;2,48;0,001;0,001;0,064;0,4;1,5;;0,3;;;;;;;;;;;;;;;;927;120;288;120;1505;1180;4,8;368;39,5;;;;;;14,9;;
78;3,45;2,48;0,001;0,001;0,064;0,4;1,5;;0,3;;;;;;;;;;;;;;;;927;120;316;120;1367;1099;7,1;332;35,4;;;;;;20,5;;
78;3,45;2,48;0,001;0,001;0,064;0,4;1,5;;0,3;;;;;;;;;;;;;;;;927;120;343;120;1195;911;13,5;279;29,1;;;;;;29,9;;
78;3,45;2,48;0,001;0,001;0,064;0,4;1,5;;0,3;;;;;;;;;;;;;;;;927;120;371;120;1034;731;12,1;262;26,5;;;;;;33,2;;
78;3,45;2,48;0,001;0,001;0,064;0,4;1,5;;0,3;;;;;;;;;;;;;;;;927;120;385;120;1080;650;19,9;241;22,8;;;;;;36,1;;
81;3,5;2,63;0,009;0,019;0;0,318;0,0423;0,06;0,042;;;;;;;;;;;;;;;10;900;60;;;1175;933;2;;;;;;;;;;
81;3,5;2,63;0,009;0,019;0;0,318;0,0423;0,06;0,042;;;;;;;;;;;;;;;10;900;180;;;1061,5;900;2,6;;;;;;;;;;
81;3,5;2,63;0,009;0,019;0;0,318;0,0423;0,06;0,042;;;;;;;;;;;;;;;10;815;60;;;631;451;8;;;;;;;;;;
81;3,5;2,63;0,009;0,019;0;0,318;0,0423;0,06;0,042;;;;;;;;;;;;;;;10;815;60;;;715;512;7;;;;;;;;;;
81;3,5;2,63;0,009;0,019;0;0,318;0,0423;0,06;0,042;;;;;;;;;;;;;;;10;815;180;;;586;407;9,5;;;;;;;;;;
81;3,5;2,63;0,009;0,019;0;0,318;0,0423;0,06;0,042;;;;;;;;;;;;;;;10;815;180;;;707;555;7,4;;;;;;;;;;
81;3,5;2,63;0,009;0,019;0;0,318;0,0423;0,06;0,042;;;;;;;;;;;;;;;10;795;60;;;431;295;19,23;;;;;;;;;;
81;3,5;2,63;0,009;0,019;0;0,318;0,0423;0,06;0,042;;;;;;;;;;;;;;;10;795;60;;;600;451;9,5;;;;;;;;;;
81;3,5;2,63;0,009;0,019;0;0,318;0,0423;0,06;0,042;;;;;;;;;;;;;;;10;795;180;;;430;290;13,3;;;;;;;;;;
81;3,5;2,63;0,009;0,019;0;0,318;0,0423;0,06;0,042;;;;;;;;;;;;;;;10;795;180;;;721;527;8,3;;;;;;;;;;
82;3,53;2,88;0,011;0,039;0,046;0,11;0;0;0;;;;;;;;;;;;;;;5;925;1;420;60;719,2;;0;558;54,5;;;;;;;;
82;3,53;2,88;0,011;0,039;0,046;0,11;0;0;0;;;;;;;;;;;;;;;5;925;60;420;60;988;;9,9;303;32;;;;;;;;
82;3,53;2,88;0,011;0,039;0,046;0,11;0;0;0;;;;;;;;;;;;;;;5;900;30;420;60;960;;10,4;283;29,5;;;;;;;;
83;3,57;2,51;0,012;0,031;0,041;0,2;;0,64;0;;;;;;;;;;;;;;;20;900;90;360;120;1094;914;3,86;354;38;;;;;;;;
83;3,57;2,51;0,012;0,031;0,041;0,2;;0,64;0;;;;;;;;;;;;;;;20;900;90;300;180;1340;1191;0,97;424;45;;;;;;;;
84/48;3,44;2,61;0,01;0,024;0,052;0,16;0,03;;0,001;0,04;;;;;;;;;;;;;;;900;60;325;50;1266;;4,3;370;;;;389;88;21;;;
84/48;3,44;2,61;0,01;0,024;0,052;0,16;0,03;;0,001;0,04;;;;;;;;;;;;;;;900;60;340;50;1170;;7,2;358;;;;377;124;21;;;
84/48;3,44;2,61;0,01;0,024;0,052;0,16;0,03;;0,001;0,04;;;;;;;;;;;;;;;900;60;350;50;1110;;8,1;348;;;;366;132;21;;;
84/48;3,44;2,61;0,01;0,024;0,052;0,16;0,03;;0,001;0,04;;;;;;;;;;;;;;;900;60;360;50;1054;;8,6;327;;;;344;138;21;;;
84/48;3,44;2,61;0,01;0,024;0,052;0,16;0,03;;0,001;0,04;;;;;;;;;;;;;;;900;60;375;50;985;;10,4;300;;;;315;140;21;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;3,68;2,47;0,014;0,006;0,056;0,23;0,15;1,1;0;0;0;0,13;0;0;;;;;;;;846;4,4;;900;90;310;55;1255;1037;9,8;395;;;;;;;;;
102;3,46;2,5;0,018;0,009;0,044;0,22;0,69;1,1;0,2;0;0;0,13;0;0;;;;;;;;845;4,3;;900;90;310;55;1367;1113;6;390;;;;;;;;;
102;3,97;3,12;0,003;0,01;0,062;0,15;0,13;0,83;0;0;0;0,07;0;0;;;;;;;;850;3,2;;900;90;310;55;1201;911;4,6;390;;;;;;;;;
102;3,2;2,88;0,025;0;0,043;0,16;0,03;0,06;0;0;0;0,056;0;0;;;;;;;;779;3,8;;900;90;310;55;1332;1017;5,1;381;;;;;;;;;
103;3;2,3;0,01;0,04;0,07;0,25;1,95;1;0;0;0;0;0;0;;;;;;;;;;;;;;;1298;870;3,2;488;50;;;;;;;;
103;3,45;2;0,01;0,04;0,05;0,16;2,1;1,05;0;0;0;0;0;0;;;;;;;;;;;;;;;930;708;0;346;37;;;;;;;;
103;3,55;2,2;0,015;0,05;0,045;0,23;1,95;0,98;0;0;0;0;0;0;;;;;;;;;;;;;;;1178;744;1,8;373;40;;;;;;;;
103;3,25;2,25;0,01;0,05;0,045;0,26;2;0,96;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;373;40;;;;;;;;
103;3,6;2,35;0,02;0,05;0,06;0,3;1,5;0;0,3;0;0;0;0;0;;;;;;;;;;;;;;;986;860;1,6;354;38;;;;;;;;
104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;900;60;370;60;1062;866;11,1;320;34;;;;18;-100;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;900;60;370;60;1062;866;11,1;320;34;;;;19;-100;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;900;60;370;60;1062;866;11,1;320;34;;;;21;-100;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;900;60;370;60;1062;866;11,1;320;34;;;;28;-60;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;900;60;370;60;1062;866;11,1;320;34;;;;30;-60;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;900;60;370;60;1062;866;11,1;320;34;;;;36;-60;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;900;60;370;60;1062;866;11,1;320;34;;;;37;-50;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;900;60;370;60;1062;866;11,1;320;34;;;;38;-50;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;900;60;370;60;1062;866;11,1;320;34;;;;40;-50;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;900;60;370;60;1062;866;11,1;320;34;;;;28;-40;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;900;60;370;60;1062;866;11,1;320;34;;;;34;-40;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;900;60;370;60;1062;866;11,1;320;34;;;;38;-40;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;900;60;370;60;1062;866;11,1;320;34;;;;43;-40;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;900;60;370;60;1062;866;11,1;320;34;;;;44;-30;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;900;60;370;60;1062;866;11,1;320;34;;;;60;-30;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;900;60;370;60;1062;866;11,1;320;34;;;;28;-20;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;900;60;370;60;1062;866;11,1;320;34;;;;50;-20;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;900;60;370;60;1062;866;11,1;320;34;;;;60;-20;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;900;60;370;60;1062;866;11,1;320;34;;;;72;-20;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;900;60;370;60;1062;866;11,1;320;34;;;;36;-10;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;900;60;370;60;1062;866;11,1;320;34;;;;40;-10;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;900;60;370;60;1062;866;11,1;320;34;;;;92;-10;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;900;60;370;60;1062;866;11,1;320;34;;;;36;0;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;900;60;370;60;1062;866;11,1;320;34;;;;52;0;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;900;60;370;60;1062;866;11,1;320;34;;;;68;0;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;900;60;370;60;1062;866;11,1;320;34;;;;82;0;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;900;60;370;60;1062;866;11,1;320;34;;;;72;20;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;900;60;370;60;1062;866;11,1;320;34;;;;76;20;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;900;60;370;60;1062;866;11,1;320;34;;;;88;20;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;900;60;370;60;1062;866;11,1;320;34;;;;94;20;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;900;60;370;60;1062;866;11,1;320;34;;;;68;60;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;900;60;370;60;1062;866;11,1;320;34;;;;80;60;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;900;60;370;60;1062;866;11,1;320;34;;;;100;60;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;900;60;370;60;1062;866;11,1;320;34;;;;90;100;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;900;60;370;60;1062;866;11,1;320;34;;;;92;100;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;900;60;370;60;1062;866;11,1;320;34;;;;98;100;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;900;60;370;60;1062;866;11,1;320;34;;;;124;100;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;900;60;370;60;1183;912;11,5;337;36;;;;26;-100;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;900;60;370;60;1183;912;11,5;337;36;;;;42;-100;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;900;60;370;60;1183;912;11,5;337;36;;;;62;-60;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;900;60;370;60;1183;912;11,5;337;36;;;;64;-60;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;900;60;370;60;1183;912;11,5;337;36;;;;66;-60;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;900;60;370;60;1183;912;11,5;337;36;;;;70;-60;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;900;60;370;60;1183;912;11,5;337;36;;;;60;-50;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;900;60;370;60;1183;912;11,5;337;36;;;;68;-50;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;900;60;370;60;1183;912;11,5;337;36;;;;48;-40;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;900;60;370;60;1183;912;11,5;337;36;;;;62;-40;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;900;60;370;60;1183;912;11,5;337;36;;;;66;-40;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;900;60;370;60;1183;912;11,5;337;36;;;;68;-40;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;900;60;370;60;1183;912;11,5;337;36;;;;78;-30;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;900;60;370;60;1183;912;11,5;337;36;;;;112;-30;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;900;60;370;60;1183;912;11,5;337;36;;;;94;-20;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;900;60;370;60;1183;912;11,5;337;36;;;;96;-20;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;900;60;370;60;1183;912;11,5;337;36;;;;114;-20;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;900;60;370;60;1183;912;11,5;337;36;;;;116;-20;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;900;60;370;60;1183;912;11,5;337;36;;;;82;-10;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;900;60;370;60;1183;912;11,5;337;36;;;;72;0;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;900;60;370;60;1183;912;11,5;337;36;;;;102;0;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;900;60;370;60;1183;912;11,5;337;36;;;;116;0;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;900;60;370;60;1183;912;11,5;337;36;;;;86;20;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;900;60;370;60;1183;912;11,5;337;36;;;;106;20;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;900;60;370;60;1183;912;11,5;337;36;;;;126;20;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;900;60;370;60;1183;912;11,5;337;36;;;;128;20;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;900;60;370;60;1183;912;11,5;337;36;;;;122;60;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;900;60;370;60;1183;912;11,5;337;36;;;;124;60;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;900;60;370;60;1183;912;11,5;337;36;;;;138;60;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;900;60;370;60;1183;912;11,5;337;36;;;;112;100;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;900;60;370;60;1183;912;11,5;337;36;;;;134;100;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;915;60;280;90;1595;1251;4,8;424;45;;;;50;-100;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;915;60;280;90;1595;1251;4,8;424;45;;;;60;-60;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;915;60;280;90;1595;1251;4,8;424;45;;;;62;-50;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;915;60;280;90;1595;1251;4,8;424;45;;;;64;-40;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;915;60;280;90;1595;1251;4,8;424;45;;;;65;-30;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;915;60;280;90;1595;1251;4,8;424;45;;;;65;-20;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;915;60;280;90;1595;1251;4,8;424;45;;;;68;-10;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;915;60;280;90;1595;1251;4,8;424;45;;;;69;0;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;915;60;280;90;1595;1251;4,8;424;45;;;;69;20;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;915;60;280;90;1595;1251;4,8;424;45;;;;69;60;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;13;915;60;280;90;1595;1251;4,8;424;45;;;;70;100;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;915;60;280;90;1587;1213;3,2;392;42;;;;20;-100;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;915;60;280;90;1587;1213;3,2;392;42;;;;28;-60;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;915;60;280;90;1587;1213;3,2;392;42;;;;30;-50;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;915;60;280;90;1587;1213;3,2;392;42;;;;32;-40;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;915;60;280;90;1587;1213;3,2;392;42;;;;35;-30;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;915;60;280;90;1587;1213;3,2;392;42;;;;38;-20;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;915;60;280;90;1587;1213;3,2;392;42;;;;40;-10;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;915;60;280;90;1587;1213;3,2;392;42;;;;42;0;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;915;60;280;90;1587;1213;3,2;392;42;;;;48;20;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;915;60;280;90;1587;1213;3,2;392;42;;;;58;60;;;
105;3,45;3,22;0,014;0,03;0,045;0,27;0;0,07;0;0;0;0;0;0;;;;;;;;;;75;915;60;280;90;1587;1213;3,2;392;42;;;;66;100;;;
106/103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;3,6;2,6;0,01;0,03;;0,3;0,2;0,4;0,2;;;;;;;;;;;;;;;;850;90;350;30;800;;5;379;;;;;;;;;
109;3,6;2,6;0,01;0,03;;0,3;0,2;0,4;0,2;;;;;;;;;;;;;;;;850;90;350;60;880;;6;362;;;;;;;;;
109;3,6;2,6;0,01;0,03;;0,3;0,2;0,4;0,2;;;;;;;;;;;;;;;;850;90;350;90;760;;10;362;;;;;;;;;
109;3,6;2,6;0,01;0,03;;0,3;0,2;0,4;0,2;;;;;;;;;;;;;;;;850;90;350;120;800;;12;371;;;;;;;;;
109;3,6;2,6;0,01;0,03;;0,3;0,2;0,4;0,2;;;;;;;;;;;;;;;;900;90;350;30;875;;7;371;;;;;;;;;
109;3,6;2,6;0,01;0,03;;0,3;0,2;0,4;0,2;;;;;;;;;;;;;;;;900;90;350;60;885;;11;371;;;;;;;;;
109;3,6;2,6;0,01;0,03;;0,3;0,2;0,4;0,2;;;;;;;;;;;;;;;;900;90;350;90;910;;10;371;;;;;;;;;
109;3,6;2,6;0,01;0,03;;0,3;0,2;0,4;0,2;;;;;;;;;;;;;;;;900;90;350;120;900;;14;363;;;;;;;;;
109;3,6;2,6;0,01;0,03;;0,3;0,2;0,4;0,2;;;;;;;;;;;;;;;;950;90;350;30;890;;7;371;;;;;;;;;
109;3,6;2,6;0,01;0,03;;0,3;0,2;0,4;0,2;;;;;;;;;;;;;;;;950;90;350;60;850;;11,7;362;;;;;;;;;
109;3,6;2,6;0,01;0,03;;0,3;0,2;0,4;0,2;;;;;;;;;;;;;;;;950;90;350;90;920;;14;362;;;;;;;;;
109;3,6;2,6;0,01;0,03;;0,3;0,2;0,4;0,2;;;;;;;;;;;;;;;;950;90;350;120;890;;10;336;;;;;;;;;
110;3,3;2,5;;;0,045;0,62;3,52;1,19;0,25;0,125;;;;;;;;;;;;;;;950;;400;52;954;661;1,95;356;;;;;;;;;
110;3,3;2,5;;;0,045;0,62;3,52;1,19;0,25;0,125;;;;;;;;;;;;;;;950;;400;52;995;649;2,4;360;;;;;;;;;
110;3,3;2,5;;;0,045;0,62;3,52;1,19;0,25;0,125;;;;;;;;;;;;;;;950;;400;52;933;673;1,8;363;;;;;;;;;
111;3,65;2,59;0,014;0,052;0,06;0,18;;;;;;;;;;;;;;;;507;12,1;;830;60;300;8;850;660;1;228;;;;240;;;;;
111;3,65;2,59;0,014;0,052;0,06;0,18;;;;;;;;;;;;;;;;507;12,1;;830;60;300;15;700;550;1;190;;;;200;;;;;
111;3,65;2,59;0,014;0,052;0,06;0,18;;;;;;;;;;;;;;;;507;12,1;;830;60;300;30;700;550;1;190;;;;200;;;;;
111;3,65;2,59;0,014;0,052;0,06;0,18;;;;;;;;;;;;;;;;507;12,1;;830;60;300;60;660;510;1;166;;;;175;;;;;
111;3,65;2,59;0,014;0,052;0,06;0,18;;;;;;;;;;;;;;;;507;12,1;;830;60;300;120;650;500;1;162;;;;170;;;;;
111;3,65;2,59;0,014;0,052;0,06;0,18;;;;;;;;;;;;;;;;507;12,1;;830;60;350;8;890;600;2,5;257;;;;270;;;;;
111;3,65;2,59;0,014;0,052;0,06;0,18;;;;;;;;;;;;;;;;507;12,1;;830;60;350;15;1020;700;3;295;;;;310;;;;;
111;3,65;2,59;0,014;0,052;0,06;0,18;;;;;;;;;;;;;;;;507;12,1;;830;60;350;30;1100;780;3;323;;;;340;;;;;
111;3,65;2,59;0,014;0,052;0,06;0,18;;;;;;;;;;;;;;;;507;12,1;;830;60;350;60;1050;750;3;309;;;;325;;;;;
111;3,65;2,59;0,014;0,052;0,06;0,18;;;;;;;;;;;;;;;;507;12,1;;830;60;350;120;1100;760;3,5;309;;;;325;;;;;
111;3,65;2,59;0,014;0,052;0,06;0,18;;;;;;;;;;;;;;;;507;12,1;;830;60;400;8;640;400;7;199;;;;210;;;;;
111;3,65;2,59;0,014;0,052;0,06;0,18;;;;;;;;;;;;;;;;507;12,1;;830;60;400;15;600;385;7;190;;;;200;;;;;
111;3,65;2,59;0,014;0,052;0,06;0,18;;;;;;;;;;;;;;;;507;12,1;;830;60;400;30;650;400;7,5;204;;;;215;;;;;
111;3,65;2,59;0,014;0,052;0,06;0,18;;;;;;;;;;;;;;;;507;12,1;;830;60;400;60;660;420;7,5;214;;;;225;;;;;
111;3,65;2,59;0,014;0,052;0,06;0,18;;;;;;;;;;;;;;;;507;12,1;;830;60;400;120;710;450;7,5;223;;;;235;;;;;
